"age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","annual_mileage","speeding_violations","duis","past_accidents","outcome","zipcode"
"26-39","male","0-9y","university","middle class",0.473931649437235,"1","after 2015","0","1",NA,0,0,0,"0","1"
"16-25","male","0-9y","high school","working class",NA,"0","before 2015","0","1",11000,0,0,0,"1","1"
"40-64","male","10-19y","university","upper class",0.512846136417946,"1","after 2015","1","1",10000,4,0,2,"0","1"
"40-64","male","10-19y","university","upper class",0.6624617559275,"1","after 2015","1","0",13000,1,0,1,"0","1"
"40-64","female","20-29y","high school","upper class",0.556413315235535,"1","before 2015","0","0",17000,1,0,4,"0","1"
"16-25","female","0-9y","high school","poverty",0.267346658506187,"0","before 2015","0","0",17000,0,0,0,"0","1"
"65+","female","30y+","university","upper class",0.809411259051331,"1","before 2015","1","1",9000,5,0,4,"0","1"
"16-25","female","0-9y","none","poverty",0.367943547991776,"0","after 2015","1","1",11000,0,0,0,"0","1"
"65+","female","30y+","university","upper class",0.503354711199134,"0","before 2015","0","1",11000,5,0,3,"0","1"
"65+","female","0-9y","none","middle class",0.534287706011648,"1","before 2015","1","1",13000,0,0,0,"0","1"
"16-25","female","0-9y","university","middle class",NA,"0","before 2015","0","1",10000,0,0,0,"0","3"
"16-25","female","0-9y","high school","middle class",NA,"0","before 2015","0","1",13000,0,0,0,"1","1"
"40-64","male","20-29y","none","middle class",0.449011775546327,"1","before 2015","1","1",7000,7,0,1,"1","3"
"40-64","male","20-29y","university","upper class",0.803252341940517,"1","before 2015","0","1",10000,2,0,3,"0","1"
"26-39","female","0-9y","high school","middle class",NA,"1","before 2015","1","1",8000,0,0,0,"0","3"
"16-25","female","0-9y","none","poverty",0.186185114720855,"0","before 2015","0","0",17000,0,0,0,"1","1"
"40-64","female","10-19y","university","upper class",NA,"1","after 2015","1","0",13000,0,1,0,"0","1"
"26-39","male","10-19y","high school","working class",0.315129355603072,"0","before 2015","0","0",NA,2,0,1,"0","3"
"16-25","male","0-9y","none","poverty",NA,"0","before 2015","0","1",12000,0,0,0,"0","3"
"65+","female","30y+","university","upper class",0.483638012328859,"1","after 2015","1","1",9000,4,1,2,"0","3"
"26-39","female","10-19y","high school","poverty",0.385874100842973,"1","before 2015","0","0",14000,0,1,0,"0","1"
"65+","male","30y+","high school","upper class",0.634372502045723,"1","after 2015","1","0",11000,11,1,5,"0","3"
"16-25","male","0-9y","high school","working class",0.362174118672468,"1","before 2015","0","0",16000,0,0,0,"1","1"
"26-39","female","10-19y","high school","poverty",NA,"0","before 2015","1","1",5000,0,2,3,"1","3"
"65+","female","10-19y","university","upper class",0.692883635713388,"1","before 2015","1","1",10000,2,0,1,"0","1"
"65+","female","30y+","high school","upper class",0.577702852507691,"1","before 2015","0","1",11000,2,0,3,"0","1"
"40-64","male","20-29y","university","upper class",0.664065014394886,"1","after 2015","1","1",11000,0,1,1,"0","1"
"40-64","male","20-29y","high school","upper class",0.489702406296383,"0","after 2015","0","0",NA,3,0,1,"0","1"
"26-39","female","0-9y","none","poverty",0.282869480871157,"0","before 2015","1","0",13000,0,0,0,"1","1"
"40-64","male","0-9y","high school","working class",0.431700411796869,"0","before 2015","0","1",10000,0,0,0,"1","1"
"16-25","male","0-9y","university","poverty",0.126453431398604,"1","before 2015","0","1",14000,0,0,0,"1","1"
"16-25","male","0-9y","none","poverty",0.285997610262721,"0","before 2015","0","1",12000,0,0,0,"1","1"
"26-39","male","10-19y","university","upper class",0.543007442865038,"1","after 2015","0","1",15000,1,0,1,"0","1"
"26-39","male","10-19y","high school","middle class",0.37065678530086,"1","before 2015","0","1",NA,6,0,1,"0","3"
"16-25","female","0-9y","high school","poverty",NA,"0","before 2015","0","0",18000,0,0,0,"0","1"
"65+","female","20-29y","high school","upper class",0.79171011099445,"1","after 2015","1","1",11000,5,0,2,"0","3"
"26-39","female","10-19y","high school","working class",0.471796308718938,"0","before 2015","1","1",5000,0,0,2,"0","1"
"26-39","male","10-19y","university","upper class",NA,"0","before 2015","1","0",12000,0,0,0,"0","1"
"26-39","female","10-19y","none","working class",0.628633149594721,"0","before 2015","1","1",9000,0,1,2,"1","2"
"16-25","male","0-9y","high school","poverty",0.344818055622536,"0","before 2015","0","1",10000,0,0,0,"1","1"
"40-64","male","20-29y","high school","upper class",0.547822590963178,"1","before 2015","0","0",15000,5,0,1,"0","1"
"16-25","male","0-9y","high school","poverty",0.339864834590603,"0","before 2015","0","0",16000,0,0,0,"1","1"
"16-25","female","0-9y","high school","poverty",0.289787143946515,"0","after 2015","0","0",13000,0,0,0,"0","1"
"16-25","male","0-9y","university","middle class",0.59793478647507,"1","before 2015","1","1",13000,0,0,0,"1","9"
"26-39","female","0-9y","none","working class",0.369293079398826,"0","before 2015","0","1",14000,0,0,0,"1","1"
"65+","male","30y+","none","working class",0.417125036993677,"1","before 2015","1","1",9000,6,1,6,"0","1"
"40-64","male","20-29y","university","upper class",0.570277670616915,"1","before 2015","1","0",7000,5,1,4,"0","3"
"40-64","female","20-29y","high school","middle class",0.534048338021256,"1","before 2015","0","0",16000,1,0,0,"1","1"
"40-64","male","20-29y","university","upper class",NA,"0","after 2015","1","1",11000,5,0,0,"0","3"
"40-64","male","0-9y","university","upper class",0.596828006236313,"1","after 2015","1","1",13000,0,0,0,"0","9"
"65+","female","30y+","university","upper class",0.640948803103933,"1","after 2015","1","1",NA,2,1,4,"0","1"
"40-64","female","20-29y","high school","middle class",0.586062751195301,"0","before 2015","0","1",13000,2,1,0,"0","3"
"40-64","female","0-9y","university","upper class",0.616824778030015,"1","after 2015","1","1",9000,0,0,0,"0","1"
"65+","male","30y+","high school","middle class",0.322466018395098,"1","after 2015","1","1",NA,2,0,1,"0","1"
"65+","male","30y+","none","middle class",0.344957864738121,"1","before 2015","0","1",15000,7,0,0,"0","3"
"16-25","male","0-9y","university","upper class",0.715403422757268,"1","after 2015","1","1",10000,0,0,0,"0","3"
"26-39","male","10-19y","high school","working class",0.408292006153344,"1","before 2015","1","0",10000,1,0,1,"1","1"
"16-25","male","0-9y","none","poverty",0.27084401216598,"0","before 2015","0","1",NA,0,0,0,"1","1"
"26-39","female","10-19y","university","upper class",0.606735714725739,"1","before 2015","0","1",12000,1,0,2,"0","1"
"65+","female","30y+","university","upper class",0.582468017917899,"1","before 2015","0","1",14000,1,1,3,"0","1"
"65+","male","0-9y","high school","upper class",0.606220644797912,"1","before 2015","1","1",NA,0,0,0,"0","1"
"26-39","male","0-9y","university","upper class",NA,"1","before 2015","0","0",12000,0,0,0,"1","3"
"26-39","female","10-19y","high school","middle class",0.755633866133054,"0","before 2015","0","1",16000,0,0,0,"1","1"
"16-25","male","0-9y","university","poverty",0.291208626052175,"0","before 2015","0","1",11000,0,0,0,"1","3"
"26-39","female","10-19y","university","upper class",0.616111724383974,"1","after 2015","0","0",13000,0,0,0,"0","1"
"40-64","female","10-19y","high school","working class",0.471236139921578,"1","before 2015","0","0",12000,0,0,0,"0","1"
"65+","female","30y+","university","upper class",0.678237022336472,"1","after 2015","1","1",NA,2,0,7,"0","1"
"40-64","male","20-29y","high school","middle class",0.51534864605174,"1","before 2015","1","1",10000,1,0,2,"0","1"
"65+","male","10-19y","high school","upper class",0.507690848953627,"1","after 2015","1","1",7000,3,1,4,"0","3"
"40-64","female","10-19y","none","working class",0.509910296776192,"0","before 2015","0","0",13000,0,0,1,"0","1"
"40-64","female","0-9y","none","working class",0.503859734635211,"0","before 2015","1","1",11000,0,0,0,"1","1"
"40-64","male","20-29y","university","middle class",0.577135941672739,"0","before 2015","1","1",7000,4,0,3,"0","1"
"26-39","male","0-9y","university","middle class",0.647755496992271,"1","before 2015","1","1",NA,0,0,0,"0","1"
"65+","male","0-9y","university","upper class",NA,"0","before 2015","0","1",11000,0,0,0,"1","3"
"40-64","male","20-29y","high school","middle class",0.577813183696165,"1","before 2015","0","0",12000,3,2,4,"0","1"
"40-64","male","20-29y","high school","middle class",0.495350283531523,"1","before 2015","0","1",9000,4,1,2,"0","3"
"16-25","male","0-9y","high school","poverty",0.45267655926264,"0","before 2015","1","0",12000,0,0,0,"1","1"
"16-25","male","0-9y","university","middle class",0.616426203601675,"1","before 2015","1","1",11000,0,0,0,"1","3"
"26-39","male","10-19y","university","middle class",0.34572618847901,"1","after 2015","0","0",13000,2,0,1,"0","3"
"26-39","female","0-9y","university","middle class",0.584127352815541,"0","before 2015","0","0",14000,0,0,0,"1","1"
"40-64","female","20-29y","university","upper class",0.611701817634407,"0","before 2015","1","0",9000,5,0,1,"0","3"
"65+","female","30y+","high school","upper class",0.545890073511507,"1","after 2015","0","1",15000,1,0,0,"1","2"
"26-39","male","10-19y","none","poverty",0.143656848319336,"0","before 2015","0","0",17000,1,0,1,"0","1"
"26-39","female","10-19y","none","poverty",0.326240338704674,"1","before 2015","0","1",13000,2,0,0,"1","3"
"26-39","male","0-9y","high school","poverty",0.280654380648164,"0","before 2015","0","1",14000,0,0,0,"1","1"
"40-64","female","20-29y","university","upper class",NA,"1","after 2015","1","1",9000,1,1,1,"0","1"
"65+","female","0-9y","high school","upper class",0.730677462606418,"1","after 2015","1","1",13000,0,0,0,"0","1"
"16-25","male","0-9y","university","middle class",0.578371216642883,"1","before 2015","0","0",13000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",NA,"1","after 2015","1","1",7000,2,0,4,"0","1"
"40-64","male","10-19y","none","middle class",0.481662751420771,"1","before 2015","0","0",10000,2,0,1,"0","1"
"40-64","male","10-19y","high school","working class",0.251622709167971,"0","before 2015","1","1",12000,2,1,1,"0","1"
"40-64","female","20-29y","university","upper class",0.587289381093203,"1","after 2015","1","0",12000,1,0,1,"0","3"
"26-39","female","10-19y","high school","middle class",0.557399602183416,"1","before 2015","0","1",6000,1,0,0,"0","3"
"16-25","female","0-9y","high school","poverty",0.428983202868952,"0","before 2015","1","1",12000,0,0,0,"1","3"
"65+","female","30y+","university","upper class",0.640323693374869,"1","after 2015","1","1",9000,5,0,4,"0","3"
"65+","male","30y+","high school","working class",0.497287852895495,"1","before 2015","0","1",NA,2,0,4,"0","1"
"26-39","male","10-19y","none","working class",0.446647344957901,"1","before 2015","0","1",10000,5,0,1,"0","3"
"26-39","male","10-19y","high school","middle class",0.271064214568779,"1","after 2015","0","0",14000,0,0,4,"0","1"
"26-39","female","10-19y","high school","middle class",0.565578091693586,"1","before 2015","1","0",12000,0,0,0,"0","1"
"26-39","male","10-19y","high school","working class",0.381262306885702,"1","after 2015","1","1",9000,3,0,2,"0","1"
"26-39","male","0-9y","university","upper class",0.63912815755038,"1","after 2015","0","1",10000,0,0,0,"0","1"
"65+","female","0-9y","high school","middle class",NA,"1","before 2015","1","1",13000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.686202785753626,"1","before 2015","0","0",14000,0,0,3,"0","1"
"26-39","male","10-19y","high school","poverty",0.425983067593194,"0","before 2015","0","1",14000,0,0,1,"0","1"
"16-25","male","0-9y","high school","poverty",NA,"0","before 2015","0","1",NA,0,0,0,"1","1"
"65+","female","10-19y","university","upper class",0.583806136291765,"1","after 2015","1","1",11000,0,0,0,"0","1"
"65+","male","30y+","high school","upper class",0.587316592756217,"1","after 2015","0","1",11000,3,1,7,"0","9"
"16-25","female","0-9y","high school","working class",0.566843891896652,"1","before 2015","0","0",16000,0,0,0,"1","3"
"26-39","male","10-19y","university","upper class",0.623765595641845,"0","after 2015","0","1",12000,0,0,1,"0","1"
"40-64","female","20-29y","high school","upper class",0.83366842116114,"1","after 2015","1","1",13000,2,0,0,"0","1"
"26-39","male","0-9y","none","working class",0.484255834493602,"0","before 2015","1","0",13000,0,0,0,"1","1"
"26-39","male","10-19y","high school","middle class",0.661805500991955,"1","before 2015","0","1",14000,1,0,0,"0","1"
"16-25","female","0-9y","high school","poverty",0.359817747514421,"0","before 2015","1","0",NA,0,0,0,"1","1"
"40-64","female","0-9y","high school","middle class",0.590567434620528,"1","before 2015","1","0",11000,0,0,0,"0","1"
"26-39","male","10-19y","high school","working class",0.437878630103994,"1","after 2015","0","1",11000,3,0,0,"0","3"
"16-25","female","0-9y","university","working class",0.401018234853266,"1","after 2015","0","1",11000,0,0,0,"0","3"
"16-25","female","0-9y","high school","working class",NA,"1","before 2015","0","0",13000,0,0,0,"1","1"
"40-64","female","0-9y","high school","upper class",0.536000192751372,"1","before 2015","1","1",12000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.874829991050589,"1","after 2015","0","0",15000,0,0,1,"0","1"
"40-64","female","20-29y","high school","upper class",0.606850122826625,"1","after 2015","1","0",12000,0,0,1,"0","1"
"26-39","female","0-9y","none","poverty",0.207649722194478,"0","before 2015","1","1",11000,0,0,0,"1","1"
"65+","female","30y+","university","upper class",0.60192965366233,"1","after 2015","1","1",6000,6,1,1,"0","3"
"40-64","male","0-9y","university","upper class",NA,"1","before 2015","1","1",10000,0,0,0,"0","1"
"40-64","female","0-9y","university","upper class",0.660019582719282,"1","after 2015","0","1",12000,0,0,0,"0","1"
"26-39","male","10-19y","university","upper class",0.573910054896833,"1","before 2015","1","1",11000,1,0,4,"0","1"
"26-39","male","0-9y","high school","middle class",0.461155862402845,"1","after 2015","0","1",12000,0,0,0,"1","1"
"40-64","female","0-9y","university","upper class",0.541154358831401,"1","after 2015","1","1",9000,0,0,0,"0","1"
"26-39","female","10-19y","high school","upper class",0.748683929900043,"0","after 2015","0","1",NA,0,0,0,"0","3"
"40-64","male","20-29y","university","upper class",NA,"0","before 2015","1","1",11000,2,0,3,"0","1"
"65+","male","30y+","university","upper class",0.789663707533431,"1","before 2015","1","1",7000,8,0,5,"0","1"
"65+","female","10-19y","university","upper class",0.626153957980324,"1","before 2015","1","1",8000,0,0,0,"0","1"
"26-39","male","10-19y","university","upper class",0.482653317267888,"1","after 2015","1","1",11000,1,0,2,"0","9"
"26-39","male","10-19y","university","upper class",0.627726215507971,"0","before 2015","1","1",10000,0,0,4,"0","1"
"40-64","female","10-19y","high school","working class",0.435193668848656,"0","before 2015","0","0",13000,2,0,2,"1","1"
"26-39","female","10-19y","university","middle class",0.467685918120391,"0","after 2015","0","0",17000,2,0,1,"0","1"
"26-39","female","10-19y","high school","middle class",0.406430494802272,"1","after 2015","0","1",15000,2,0,1,"0","1"
"26-39","male","10-19y","university","upper class",0.428728512172811,"1","before 2015","0","0",14000,2,0,0,"0","1"
"26-39","male","10-19y","high school","working class",0.418097296764755,"0","after 2015","0","1",NA,0,0,0,"0","1"
"26-39","female","10-19y","university","working class",NA,"0","before 2015","0","1",11000,3,0,1,"0","3"
